Date,Closing price
2019-02-25T00:00:00Z,3882.7
2019-02-26T00:00:00Z,3854.36
2019-02-27T00:00:00Z,3851.05
2019-02-28T00:00:00Z,3854.79
2019-03-01T00:00:00Z,3859.58
2019-03-02T00:00:00Z,3864.42
2019-03-03T00:00:00Z,3847.18
2019-03-04T00:00:00Z,3761.56
2019-03-05T00:00:00Z,3896.38
2019-03-06T00:00:00Z,3903.94
