Date,Close
6/2/17,1061.35
7/2/17,1063.07
8/2/17,994.38
9/2/17,988.67
10/2/17,1004.45
11/2/17,999.18
12/2/17,990.64
13/2/17,1004.55
14/2/17,1007.48
15/2/17,1027.44
16/2/17,1046.21
17/2/17,1054.42
18/2/17,1047.87
19/2/17,1079.98
20/2/17,1115.3
21/2/17,1117.44
22/2/17,1166.72
23/2/17,1173.68
24/2/17,1143.84
25/2/17,1165.2
26/2/17,1179.97
27/2/17,1179.97
28/2/17,1222.5
1/3/17,1251.01
2/3/17,1274.99
3/3/17,1255.15
4/3/17,1267.12
5/3/17,1272.83
6/3/17,1223.54
7/3/17,1150
8/3/17,1188.49
9/3/17,1116.72
10/3/17,1175.83
11/3/17,1221.38
12/3/17,1231.92
13/3/17,1240
14/3/17,1249.61
15/3/17,1187.81
16/3/17,1100.23
17/3/17,973.82
18/3/17,1036.74
19/3/17,1054.23
20/3/17,1120.54
21/3/17,1049.14
22/3/17,1038.59
23/3/17,937.52
24/3/17,972.78
25/3/17,966.73
26/3/17,1045.77
27/3/17,1047.15
28/3/17,1039.97
29/3/17,1026.43
30/3/17,1071.79
31/3/17,1080.5
1/4/17,1102.17
2/4/17,1143.81
3/4/17,1133.25
4/4/17,1124.78
5/4/17,1182.68
6/4/17,1176.9
7/4/17,1175.95
8/4/17,1187.87
9/4/17,1187.13
10/4/17,1205.01
11/4/17,1200.37
12/4/17,1169.28
13/4/17,1167.54
14/4/17,1172.52
15/4/17,1182.94
16/4/17,1193.91
17/4/17,1211.67
18/4/17,1210.29
19/4/17,1229.08
20/4/17,1222.05
21/4/17,1231.71
22/4/17,1207.21
23/4/17,1250.15
24/4/17,1265.49
25/4/17,1281.08
26/4/17,1317.73
27/4/17,1316.48
28/4/17,1321.79
29/4/17,1347.89
30/4/17,1421.6
1/5/17,1452.82
2/5/17,1490.09
3/5/17,1537.67
4/5/17,1555.45
5/5/17,1578.8
6/5/17,1596.71
7/5/17,1723.35
8/5/17,1755.36
9/5/17,1787.13
10/5/17,1848.57
11/5/17,1724.24
12/5/17,1804.91
13/5/17,1808.91
14/5/17,1738.43
15/5/17,1734.45
16/5/17,1839.09
17/5/17,1888.65
18/5/17,1987.71
19/5/17,2084.73
20/5/17,2041.2
21/5/17,2173.4
22/5/17,2320.42
23/5/17,2443.64
24/5/17,2304.98
25/5/17,2202.42
26/5/17,2038.87
27/5/17,2155.8
28/5/17,2255.61
29/5/17,2175.47
30/5/17,2286.41
31/5/17,2407.88
1/6/17,2488.55
2/6/17,2515.35
3/6/17,2511.81
4/6/17,2686.81
5/6/17,2863.2
6/6/17,2732.16
7/6/17,2805.62
8/6/17,2823.81
9/6/17,2947.71
10/6/17,2958.11
11/6/17,2659.63
12/6/17,2717.02
13/6/17,2506.37
14/6/17,2464.58
15/6/17,2518.56
16/6/17,2655.88
17/6/17,2548.29
18/6/17,2589.6
19/6/17,2721.79
20/6/17,2689.1
21/6/17,2705.41
22/6/17,2744.91
23/6/17,2608.72
24/6/17,2589.41
25/6/17,2478.45
26/6/17,2552.45
27/6/17,2574.79
28/6/17,2539.32
29/6/17,2480.84
30/6/17,2434.55
1/7/17,2506.47
2/7/17,2564.06
3/7/17,2601.64
4/7/17,2601.99
5/7/17,2608.56
6/7/17,2518.66
7/7/17,2571.34
8/7/17,2518.44
9/7/17,2372.56
10/7/17,2337.79
11/7/17,2398.84
12/7/17,2357.9
13/7/17,2233.34
14/7/17,1998.86
15/7/17,1929.82
16/7/17,2228.41
17/7/17,2318.88
18/7/17,2273.43
19/7/17,2817.6
20/7/17,2667.76
21/7/17,2810.12
22/7/17,2730.4
23/7/17,2754.86
24/7/17,2576.48
25/7/17,2529.45
26/7/17,2671.78
27/7/17,2809.01
28/7/17,2726.45
29/7/17,2757.18
30/7/17,2875.34
31/7/17,2718.26
1/8/17,2710.67
2/8/17,2804.73
3/8/17,2895.89
4/8/17,3252.91
5/8/17,3213.94
6/8/17,3378.94
7/8/17,3419.94
8/8/17,3342.47
9/8/17,3381.28
10/8/17,3650.62
11/8/17,3884.71
12/8/17,4073.26
13/8/17,4325.13
14/8/17,4181.93
15/8/17,4376.63
16/8/17,4331.69
17/8/17,4160.62
18/8/17,4193.7
19/8/17,4087.66
20/8/17,4001.74
21/8/17,4100.52
22/8/17,4151.52
23/8/17,4334.68
24/8/17,4371.6
25/8/17,4352.4
26/8/17,4382.88
27/8/17,4382.66
28/8/17,4579.02
29/8/17,4565.3
30/8/17,4703.39
31/8/17,4892.01
1/9/17,4578.77
2/9/17,4582.96
3/9/17,4236.31
4/9/17,4376.53
5/9/17,4597.12
6/9/17,4599.88
7/9/17,4228.75
8/9/17,4226.06
9/9/17,4122.94
10/9/17,4161.27
11/9/17,4130.81
12/9/17,3882.59
13/9/17,3154.95
14/9/17,3637.52
15/9/17,3625.04
16/9/17,3582.88
17/9/17,4065.2
18/9/17,3924.97
19/9/17,3905.95
20/9/17,3631.04
21/9/17,3630.7
22/9/17,3792.4
23/9/17,3682.84
24/9/17,3926.07
25/9/17,3892.35
26/9/17,4200.67
27/9/17,4174.73
28/9/17,4163.07
29/9/17,4338.71
30/9/17,4403.74
1/10/17,4409.32
2/10/17,4317.48
3/10/17,4229.36
4/10/17,4328.41
5/10/17,4370.81
6/10/17,4426.89
7/10/17,4610.48
8/10/17,4772.02
9/10/17,4781.99
10/10/17,4826.48
11/10/17,5446.91
12/10/17,5647.21
13/10/17,5831.79
14/10/17,5678.19
15/10/17,5725.59
16/10/17,5605.51
17/10/17,5590.69
18/10/17,5708.52
19/10/17,6011.45
20/10/17,6031.6
21/10/17,6008.42
22/10/17,5930.32
23/10/17,5526.64
24/10/17,5750.8
25/10/17,5904.83
26/10/17,5780.9
27/10/17,5753.09
28/10/17,6153.85
29/10/17,6130.53
30/10/17,6468.4
31/10/17,6767.31
1/11/17,7078.5
2/11/17,7207.76
3/11/17,7379.95
4/11/17,7407.41
5/11/17,7022.76
6/11/17,7144.38
7/11/17,7459.69
8/11/17,7143.58
9/11/17,6618.14
10/11/17,6357.6
11/11/17,5950.07
12/11/17,6559.49
13/11/17,6635.75
14/11/17,7315.54
15/11/17,7871.69
16/11/17,7708.99
17/11/17,7790.15
18/11/17,8036.49
19/11/17,8200.64
20/11/17,8071.26
21/11/17,8253.55
22/11/17,8038.77
23/11/17,8253.69
24/11/17,8790.92
25/11/17,9330.55
26/11/17,9818.35
27/11/17,10058.8
28/11/17,9888.61
29/11/17,10233.6
30/11/17,10975.6
1/12/17,11074.6
2/12/17,11323.2
3/12/17,11657.2
4/12/17,11916.7
5/12/17,14291.5
6/12/17,17899.7
7/12/17,16569.4
8/12/17,15178.2
9/12/17,15455.4
10/12/17,16936.8
11/12/17,17415.4
12/12/17,16408.2
13/12/17,16564
14/12/17,17706.9
15/12/17,19497.4
16/12/17,19140.8
17/12/17,19114.2
18/12/17,17776.7
19/12/17,16624.6
20/12/17,15802.9
21/12/17,13831.8
22/12/17,14699.2
23/12/17,13925.8
24/12/17,14026.6
25/12/17,16099.8
26/12/17,15838.5
27/12/17,14606.5
28/12/17,14656.2
29/12/17,12952.2
30/12/17,14156.4
31/12/17,13657.2
1/1/18,14982.1
2/1/18,15201
3/1/18,15599.2
4/1/18,17429.5
5/1/18,17527
6/1/18,16477.6
7/1/18,15170.1
8/1/18,14595.4
9/1/18,14973.3
10/1/18,13405.8
11/1/18,13980.6
12/1/18,14360.2
13/1/18,13772
14/1/18,13819.8
15/1/18,11490.5
16/1/18,11188.6
17/1/18,11474.9
18/1/18,11607.4
19/1/18,12899.2
20/1/18,11600.1
21/1/18,10931.4
22/1/18,10868.4
23/1/18,11359.4
24/1/18,11259.4
25/1/18,11171.4
26/1/18,11440.7
27/1/18,11786.3
28/1/18,11296.4
29/1/18,10106.3
30/1/18,10221.1
31/1/18,9170.54
1/2/18,8830.75
2/2/18,9174.91
3/2/18,8277.01
4/2/18,6955.27
5/2/18,7754
6/2/18,7621.3
7/2/18,8265.59
8/2/18,8736.98
9/2/18,8621.9
10/2/18,8129.97
11/2/18,8926.57
12/2/18,8598.31
13/2/18,9494.63
14/2/18,10166.4
15/2/18,10233.9
16/2/18,11112.7
17/2/18,10551.8
18/2/18,11225.3
19/2/18,11403.7
20/2/18,10690.4
21/2/18,10005
22/2/18,10301.1
23/2/18,9813.07
24/2/18,9664.73
25/2/18,10366.7
26/2/18,10725.6
27/2/18,10397.9
28/2/18,10951
1/3/18,11086.4
2/3/18,11489.7
3/3/18,11512.6
4/3/18,"11,512.60"
5/3/18,"11,573.30"
6/3/18,"10,779.90"
7/3/18,"9,965.57"
8/3/18,"9,395.01"
9/3/18,"9,337.55"
10/3/18,"8,866.00"
11/3/18,"9,578.63"
12/3/18,"9,205.12"
13/3/18,"9,194.85"
14/3/18,8269.81
15/3/18,8300.86
16/3/18,8338.35
17/3/18,7916.88
18/3/18,8223.68
19/3/18,8630.65
20/3/18,8913.47
21/3/18,8929.28
22/3/18,8728.47
23/3/18,8879.62
24/3/18,8668.12
25/3/18,8495.78
26/3/18,8209.4
27/3/18,7833.04
28/3/18,7954.48
29/3/18,7165.7
30/3/18,6890.52
31/3/18,6973.53
1/4/18,6844.23
2/4/18,7083.8
3/4/18,7456.11
4/4/18,6853.84
5/4/18,6811.47
6/4/18,6636.32
7/4/18,6911.09
8/4/18,7023.52
9/4/18,6770.73
10/4/18,6834.76
11/4/18,6968.32
12/4/18,7889.25
13/4/18,7895.96
14/4/18,7986.24
15/4/18,8329.11
16/4/18,8058.67
17/4/18,7902.09
18/4/18,8163.42
19/4/18,8294.31
20/4/18,8845.83
21/4/18,8895.58
22/4/18,8802.46
23/4/18,8930.88
24/4/18,9697.5
25/4/18,8845.74
26/4/18,9281.51
27/4/18,8987.05
28/4/18,9348.48
29/4/18,9419.08
30/4/18,9240.55
1/5/18,9119.01
2/5/18,9235.92
3/5/18,9743.86
4/5/18,9700.76
5/5/18,9858.15
6/5/18,9654.8
7/5/18,9373.01
8/5/18,9234.82
9/5/18,9325.18
10/5/18,9043.94
11/5/18,8441.49
12/5/18,8504.89
13/5/18,8723.94
14/5/18,8716.79
15/5/18,8510.38
16/5/18,8368.83
17/5/18,8094.32
18/5/18,8250.97
19/5/18,8247.18
20/5/18,8513.25
21/5/18,8418.99
22/5/18,8041.78
23/5/18,7557.82
24/5/18,7587.34
25/5/18,7480.14
26/5/18,7355.88
27/5/18,7368.22
28/5/18,7135.99
29/5/18,7472.59
30/5/18,7406.52
31/5/18,7494.17
1/6/18,7541.45
2/6/18,7643.45
3/6/18,7720.25
4/6/18,7514.47
5/6/18,7633.76
6/6/18,7653.98
7/6/18,7678.24
8/6/18,7624.92
9/6/18,7531.98
10/6/18,6786.02
11/6/18,6906.92
12/6/18,6582.36
13/6/18,6349.9
14/6/18,6675.35
15/6/18,6456.58
16/6/18,6550.16
17/6/18,6499.27
18/6/18,6734.82
19/6/18,6769.94
20/6/18,6776.55
21/6/18,6729.74
22/6/18,6083.69
23/6/18,6162.48
24/6/18,6173.23
25/6/18,6249.18
26/6/18,6093.67
27/6/18,6157.13
28/6/18,5903.44
29/6/18,6218.3
30/6/18,6404
1/7/18,6385.82
2/7/18,6614.18
3/7/18,6529.59
4/7/18,6597.55
5/7/18,6639.14
6/7/18,6673.5
7/7/18,6856.93
8/7/18,6773.88
9/7/18,6741.75
10/7/18,6329.95
11/7/18,6394.71
12/7/18,6228.81
13/7/18,6238.05
14/7/18,6276.12
15/7/18,6359.64
16/7/18,6741.75
17/7/18,7321.04
18/7/18,7370.78
19/7/18,7466.86
20/7/18,7354.13
21/7/18,7419.29
22/7/18,7418.49
23/7/18,7711.11
24/7/18,8424.27
25/7/18,8181.39
26/7/18,7951.58
27/7/18,8165.01
28/7/18,8192.15
29/7/18,8218.46
30/7/18,8180.48
31/7/18,7780.44
1/8/18,7624.91
2/8/18,7567.15
3/8/18,7434.39
4/8/18,7032.85
5/8/18,7068.48
6/8/18,6951.8
7/8/18,6753.12
8/8/18,6305.8
9/8/18,6568.23
10/8/18,6184.71
11/8/18,6295.73
12/8/18,6322.69
13/8/18,6297.57
14/8/18,6199.71
15/8/18,6308.52
16/8/18,6334.73
17/8/18,6580.63
18/8/18,6423.76
19/8/18,6506.07
20/8/18,6308.53
21/8/18,6488.76
22/8/18,6376.71
23/8/18,6534.88
24/8/18,6719.96
25/8/18,6763.19
26/8/18,6707.26
27/8/18,6884.64
28/8/18,7096.28
29/8/18,7047.16
30/8/18,6978.23
31/8/18,7037.58
1/9/18,7193.25
2/9/18,7272.72
3/9/18,7260.06
4/9/18,7361.66
5/9/18,6792.83
6/9/18,6529.17
7/9/18,6467.07
8/9/18,6225.98
9/9/18,6300.86
10/9/18,6329.7
11/9/18,6321.2
12/9/18,6351.8
13/9/18,6517.31
14/9/18,6512.71
15/9/18,6543.2
16/9/18,6517.18
17/9/18,6281.2
18/9/18,6371.3
19/9/18,6398.54
20/9/18,6519.67
21/9/18,6734.95
22/9/18,6721.98
23/9/18,6710.63
24/9/18,6595.41
25/9/18,6446.47
26/9/18,6495
27/9/18,6676.75
28/9/18,6644.13
29/9/18,6601.96
30/9/18,6625.56
1/10/18,6589.62
2/10/18,6556.1
3/10/18,6502.59
4/10/18,6576.69
5/10/18,6622.48
6/10/18,6588.31
7/10/18,6602.95
8/10/18,6652.23
9/10/18,6642.64
10/10/18,6585.53
11/10/18,6256.24
12/10/18,6274.58
13/10/18,6285.99
14/10/18,6290.93
15/10/18,6596.54
16/10/18,6596.11
17/10/18,6544.43
18/10/18,6476.71
19/10/18,6465.41
20/10/18,6489.19
21/10/18,6482.35
22/10/18,6487.16
23/10/18,6475.74
24/10/18,6495.84
25/10/18,6476.29
26/10/18,6474.75
27/10/18,6480.38
28/10/18,6486.39
29/10/18,6332.63
30/10/18,6334.27
31/10/18,6317.61
1/11/18,6377.78
2/11/18,6388.44
3/11/18,6361.26
4/11/18,6376.13
5/11/18,6419.66
6/11/18,6461.01
7/11/18,6530.14
8/11/18,6453.72
9/11/18,6385.62
10/11/18,6409.22
11/11/18,6411.27
12/11/18,6371.27
13/11/18,6359.49
14/11/18,5738.35
15/11/18,5648.03
16/11/18,5575.55
17/11/18,5554.33
18/11/18,5623.54
19/11/18,4871.49
20/11/18,4451.87
21/11/18,4602.17
22/11/18,4365.94
23/11/18,4347.11
24/11/18,3880.76
25/11/18,4009.97
26/11/18,3779.13
27/11/18,3820.72
28/11/18,4257.42
29/11/18,4278.85
30/11/18,4017.27
1/12/18,4214.67
2/12/18,4139.88
3/12/18,3894.13
4/12/18,3956.89
5/12/18,3753.99
6/12/18,3521.1
7/12/18,3419.94
8/12/18,3476.11
9/12/18,3614.23
10/12/18,3502.66
11/12/18,3424.59
12/12/18,3486.95
13/12/18,3313.68
14/12/18,3242.48
15/12/18,3236.76
16/12/18,3252.84
17/12/18,3545.86
18/12/18,3696.06
19/12/18,3745.95
20/12/18,4134.44
21/12/18,3896.54
22/12/18,4014.18
23/12/18,3998.98
24/12/18,4078.6
25/12/18,3815.49
26/12/18,3857.3
27/12/18,3654.83
28/12/18,3923.92
29/12/18,3820.41
30/12/18,3865.95
31/12/18,3742.7
1/1/19,3843.52
2/1/19,3943.41
3/1/19,3836.74
4/1/19,3857.72
5/1/19,3845.19
6/1/19,4076.63
7/1/19,4025.25
8/1/19,4030.85
9/1/19,4035.3
10/1/19,3678.92
11/1/19,3687.37
12/1/19,3661.3
13/1/19,3552.95
14/1/19,3706.05
15/1/19,3630.68
16/1/19,3655.01
17/1/19,3678.56
18/1/19,3657.84
19/1/19,3728.57
20/1/19,3601.01
21/1/19,3576.03
22/1/19,3604.58
23/1/19,3585.12
24/1/19,3600.87
25/1/19,3599.77
26/1/19,3602.46
27/1/19,3583.97
28/1/19,3470.45
29/1/19,3448.12
30/1/19,3486.18
31/1/19,3457.79
1/2/19,3487.95
2/2/19,3521.06
3/2/19,3464.01
4/2/19,3459.15
5/2/19,3466.36
6/2/19,3413.77
7/2/19,3399.47
8/2/19,3666.78
9/2/19,3671.2
10/2/19,3690.19
11/2/19,3648.43
12/2/19,3653.53
13/2/19,3632.07
14/2/19,3616.88
15/2/19,3620.81
16/2/19,3629.79
17/2/19,3673.84
18/2/19,3915.71
19/2/19,3947.09
20/2/19,3999.82
21/2/19,3954.12
22/2/19,4005.53
23/2/19,4142.53
24/2/19,3810.43
