1994,3664.75
1995,3920.5
1996,4259.5
1997,4933.333333
1998,5530
1999,6375.583333
2000,7009
2001,7635.166667
2002,9437.25
2003,10069.08333
2004,10724.41667
2005,11165.75
2006,11605.41667
2007,12071.16667
2008,12628.5
2009,12620.75
2010,12408
2011,12470.33333
2012,12426.08333
2013,12134.83333
2014,11934.91667
2015,11730.66667
2016,11254.5
